"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Key Findings and Outcomes"
"Returns to Skills Around the World","https://scispace.com/paper/returns-to-skills-around-the-world-mc6wbj9rbn","2013","Report Series","","Eric A. Hanushek
Guido Schwerdt
Simon Wiederhold
Ludger Woessmann","10.1787/5K3TSJQMVTQ2-EN","","- **Relevance Score:** 26/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses human‑capital framework to link cognitive skills to wages; provides robust cross‑country wage elasticity estimates. No cost data, no public‑sector program analysis, and no ROI linking education spending to public‑sector outcomes.","Existing estimates of the labor-market returns to human capital give a distorted picture of the role of skills
across different economies. International comparisons of earnings analyses rely almost exclusively on
school attainment measures of human capital, and evidence incorporating direct measures of cognitive
skills is mostly restricted to early-career workers in the United States. Analysis of the new PIAAC survey
of adult skills over the full lifecycle in 22 countries shows that the focus on early-career earnings leads to
underestimating the lifetime returns to skills by about one quarter. On average, a one-standard-deviation
increase in numeracy skills is associated with an 18 percent wage increase among prime-age workers. But
this masks considerable heterogeneity across countries. Eight countries, including all Nordic countries,
have returns between 12 and 15 percent, while six are above 21 percent with the largest return being
28 percent in the United States. Estimates are remarkably robust to different earnings and skill measures,
additional controls, and various subgroups. Intriguingly, returns to skills are systematically lower in
countries with higher union density, stricter employment protection, and larger public-sector shares.",""
"Assessing the Effectiveness of Human Capital Investments on the Regional Unemployment Rate in the United States: 1990 and 2000","https://scispace.com/paper/assessing-the-effectiveness-of-human-capital-investments-on-1jagwj4kct","2009","Journal Article","International Regional Science Review","Adela Nistor","10.1177/0160017608325594","","- **Relevance Score:** 26/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses human‑capital framework to link state education spending to lower unemployment; lacks explicit cost‑benefit or ROI calculations and does not measure wages or productivity directly; focuses on public policy but not on specific workforce‑development programs.","This article evaluates the effect of human capital investment—for example, expenditures on education, training, and employment—on regional unemployment rates in the United States. State-level unemployment rates are estimated using the spatial lag fixed effects model with spatial correlation of regional unemployment rates for 1990 and 2000. The results show that unemployment rates can be decreased by a policy of state-level human capital investment. A $100 per capita human capital investment in a state is expected to decrease the unemployment rate by 0.63 percent. Human capital investment has a negative impact on a state’s unemployment as long as the yearly average state net migration rate is greater than −1.6 percent. A maximum of 1.6 percent of a state’s population can out-migrate on average in a year for human capital expenditures to be associated with a decrease in the state’s unemployment rate. If a state’s net migration rate is less than −1.6 percent of its population, human capital expenditures have a positive effect on unemployment.",""
"Human capital and returns to education","https://scispace.com/paper/human-capital-and-returns-to-education-wgp5h0rxnc","2017","Other","","Geraint Johnes
Jill Johnes
Laura López-Torres","10.4337/9781785369070.00006","https://scispace.com/pdf/human-capital-and-returns-to-education-wgp5h0rxnc.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑capital framework to assess education returns; quantifies wage and overeducation effects but lacks cost‑benefit calculations, public‑sector program focus, or integrated ROI analysis.","The evaluation of the returns to investments in human capital has been at the core of the economics of education since the seminal work of Theodore Schultz published in 1961 The most significant methodological advances have come in parallel with more general developments in applied microeconometrics, such as the particular interest in issues of causality and unobserved heterogeneity The new empirical findings document a widespread decline in rates of return to education over time In this chapter we review some developments and present new international comparative results on the heterogeneity of returns to education Apart from reviewing endogeneity and heterogeneity issues, we also pay attention to the main findings on return to early years education and returns to overeducation",""
"Returns to Skills Around the World: Evidence from PIAAC","https://scispace.com/paper/returns-to-skills-around-the-world-evidence-from-piaac-3alb2bj0us","2014","Posted Content","Social Science Research Network","Eric A. Hanushek
Eric A. Hanushek
Eric A. Hanushek
Guido Schwerdt
Simon Wiederhold
Ludger Woessmann","","https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID2393982_code459177.pdf?abstractid=2393982&mirid=1&type=2","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses PIAAC skill measures to estimate wage premiums, confirming human‑capital theory. Does not quantify education costs, nor focus on public‑sector programs or ROI linking investment to public‑sector productivity.","Existing estimates of the labor-market returns to human capital give a distorted picture of the role of skills across different economies. International comparisons of earnings analyses rely almost exclusively on school attainment measures of human capital, and evidence incorporating direct measures of cognitive skills is mostly restricted to early-career workers in the United States. Analysis of the new PIAAC survey of adult skills over the full lifecycle in 22 countries shows that the focus on early-career earnings leads to underestimating the lifetime returns to skills by about one quarter. On average, a one-standard-deviation increase in numeracy skills is associated with an 18 percent wage increase among prime-age workers. But this masks considerable heterogeneity across countries. Eight countries, including all Nordic countries, have returns between 12 and 15 percent, while six are above 21 percent with the largest return being 28 percent in the United States. Estimates are remarkably robust to different earnings and skill measures, additional controls, and various subgroups. Intriguingly, returns to skills are systematically lower in countries with higher union density, stricter employment protection, and larger public-sector shares.",""
"Investment in U.S. Education and Training","https://scispace.com/paper/investment-in-u-s-education-and-training-38q9kcmibf","1994","Posted Content","National Bureau of Economic Research","Jacob Mincer","","","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑capital framework to model education/training investment responses and links them to wage differentials; does not quantify costs, nor focus on public‑sector programs or integrated ROI analysis.","The current high rates of return to human capital stimulate a supply response via increased investments in education and training. The so increased human capital stock exerts downward pressures on the rates of return that reduce the skill differential in wages. This paper reports estimates of: the responses of investments in post-secondary education, measured by enrollments, to changes in the rate of return; responses of investment in job training, measured by incidence; and effects of accumulated human capital stocks, measured by educational attainment, on educational wage differentials. Enrollment responses and attainment effects are shown to be separated by a time lag of about a decade. The parameter estimates are based on annual CPS and NCES data, covering a recent 25 year period. If demands for human capital cease their acceleration, the rate of return is expected to decline about 25% over the current decade, judging by the estimated parameters and lags.",""
"Human Capital Investment: The Returns from Education and Training to the Individual, the Firm and the Economy","https://scispace.com/paper/human-capital-investment-the-returns-from-education-and-32hm0k3kj8","2005","Journal Article","Fiscal Studies","Richard Blundell
Lorraine Dearden
Costas Meghir
Barbara Sianesi","10.1111/J.1475-5890.1999.TB00001.X","https://scispace.com/pdf/human-capital-investment-the-returns-from-education-and-32hm0k3kj8.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑capital framework to discuss education’s impact on wages and firm productivity, but lacks cost‑benefit quantification, public‑sector focus, or integrated ROI analysis.","This paper provides a non-technical review of the evidence on the returns to education and training for the individual, the firm and the economy at large. It begins by reviewing the empirical work that has attempted to estimate the true causal effect of education and training on individual earnings, focusing on the recent literature that has attempted to control for potential biases in the estimated returns to education and training. It then moves on to review the literature that has looked at the returns from human capital investments to employers. Lack of suitable data and methodological difficulties have resulted in a paucity of studies that have carried out sound empirical work on this issue. In the final part of the review, we look at the work that has tried to assess the contribution of human capital to national economic growth at the macroeconomic level. This work has generally involved using either a ‘growth accounting’ theoretical framework or ‘new growth’ theories. Although the empirical macroeconomic evidence that accompanies this work does not generally allow one to distinguish between the two approaches, there is a substantial body of evidence on the contribution of education to economic growth.",""
"Returns to Investment in Education: A Further Update","https://scispace.com/paper/returns-to-investment-in-education-a-further-update-oodpn4ol43","2002","Posted Content","Social Science Research Network","George Psacharopoulos
Harry Anthony Patrinos","","https://papers.ssrn.com/sol3/Delivery.cfm/2881.pdf?abstractid=1273483","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑capital theory to synthesize decades of wage‑return estimates; provides extensive labor‑market return data but lacks cost quantification, public‑sector program focus, or integrated ROI analysis.","Returns to investment in education based on human capital theory have been estimated since the late 1950s. In the 40-plus year history of estimates of returns to investment in education, there have been several reviews of the empirical results in attempts to establish patterns. Many more estimates from a wide variety of countries, including over time evidence, and estimates based on new econometric techniques, reaffirm the importance of human capital theory. Psacharopoulos and Patrinos review and present the latest estimates and patterns as found in the literature at the turn of the century. However, because the availability of rate of return estimates has grown exponentially, the authors include a new section on the need for selectivity in comparing returns to investment in education and establishing related patterns. This paper - a product of the Education Sector Unit, Latin America and the Caribbean Region - is part of a larger effort in the region to document the benefits of investments in education.",""
"Returns to Investment in Education: a Further Update","https://scispace.com/paper/returns-to-investment-in-education-a-further-update-22u8i7mnw9if","","","","Anthony Harry Patrinos
George Psacharopoulos","10.1080/0964529042000239140","","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑capital theory to synthesize wage‑return estimates across many countries; does not quantify education costs, nor focus on public‑sector programs or integrated ROI analyses.","Returns to investment in education based on human capital theory have been estimated since the late 1950s. In the 40‐plus year history of estimates of returns to investment in education, there have been several reviews of the empirical results in attempts to establish patterns. Many more estimates from a wide variety of countries, including over‐time evidence, and estimates based on new econometric techniques, reaffirm the importance of human capital theory. This paper reviews and presents the latest estimates and patterns as found in the literature at the turn of the century. However, because the availability of rate of return estimates has grown exponentially, we include a new section on the need for selectivity in comparing returns to investment in education and establishing related patterns.",""
"Returns to Education in Different Labor Market Contexts","https://scispace.com/paper/returns-to-education-in-different-labor-market-contexts-23ig4z1198","2015","Other","","Klaus SchöEmann
Rolf Becker","10.1002/9781118900772.ETRDS0290","","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑capital lens to explain education’s earnings impact; quantifies monetary and non‑monetary returns across occupations. Does not provide cost‑benefit calculations, public‑sector program focus, or integrated ROI analysis.","Labor market contexts shape the returns to education to a great deal. Beyond the known positive effects of higher education to yield higher returns to education, there is ample evidence that supports the view that labor market institutions shape the returns as well as cohort and period effects. Additional returns to education consist in faster career progression and less frequent early retirement for higher educated employees. Part of the positive returns is the close link of higher education and continuous participation in further education and training, which tends to widen the differences between high investors in education and persons with few qualifications. Occupational and industry sector contexts largely shape such differential learning and work trajectories. Temporary high demand for specific professions such as engineers, medical doctors, or care personnel create cycles of exceptionally high returns to special fields of education, but as soon as the wider economic, demographic, or institutional factors vanish, returns shrink again. Context specific skill mismatches allow above average returns for some professions, whereas they can make fields of education also obsolete. Nonmonetary returns to education such as increases in happiness, subjective well-being, job security, or health have gained more attention in recent work. Differential returns due to labor market contexts encourage labor market agents to switch between contexts to increase returns. Job mobility, further training, and migration appear to be common strategies to ensure above average monetary and nonmonetary returns to education.


Keywords:

human capital;
returns;
further training;
labor market context;
monetary and non-monetary returns;
cohort effects;
job satisfaction",""
"Retornos a la educación de los economistas colombianos. Análisis desde las teorías del capital humano y la crítica de la teoría de la señalización (2009 -2013)","https://scispace.com/paper/retornos-a-la-educacion-de-los-economistas-colombianos-2cpfohzogg","2016","","","Dustin Tahisin Gómez Rodríguez","","https://scispace.com/pdf/retornos-a-la-educacion-de-los-economistas-colombianos-2cpfohzogg.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑capital theory and Mincer equations to estimate wage returns for Colombian economists, but does not quantify education costs, nor focus on public‑sector programs or integrated ROI analysis.","La teoría del Capital Humano se construye a partir de los postulados de William Schultz (1960), (1961); Gary Becker (1964), (1983), (1990) y Jacob Mincer (1958), (1970), (1974) en la década de 1960 bajo los lineamientos de la teoría Neoclásica de la Economía. Su aporte más emblemático, es que existe una relación directa entre a mayor número de años de educación como de experiencia de un individuo, con mayores retornos en el salario de la persona en cuestión a corto plazo. De igual manera, estos economistas emularon a uno de los padres de esta escuela, el profesor Marshall, en su libro Principios de economía, cuando expone que “el capital más valioso de todos es el que se ha invertido en seres humanos” (Becker, 1983). En consecuencia, Becker interpreta la inversión en educación, como el costo de oportunidad que sacrifica el individuo en el presente por un futuro en el cual obtendrá mejores retornos. De ahí que exponga que esta posibilidad, está determinada por la inversión que realice la organización y/o por el esfuerzo como la motivación del individuo (Becker, 1964). Grosso modo para Becker, el capital humano es una variable que puede mejorar el desarrollo como el crecimiento económico de un país. En este sentido el presente trabajo investigativo pretende identificar la tasa de rentabilidad de los egresados de la ciencia económica en Colombia desde los postulados de la teoría del capital humano y las crít icas de la teoría de la señalización. La metodología es de corte cuantitativo donde se utilizaron ecuaciones Mincerianas del ingreso, como el método de Heckman (1979) para corregir el sesgo de selección por medio de los datos de la Gran Encuesta Integrada de Hogares en el periodo 2009 2013 para 11 profesiones. La principal conclusión, es que los egresados de la ciencia económica en el periodo estudiado evidencian retornos a la educación por encima de la gran mayoría de las profesiones.",""
"Weathering the Great Recession With Human Capital? Evidence on Labor Market Returns to Education From Arkansas","https://scispace.com/paper/weathering-the-great-recession-with-human-capital-evidence-xp23bcfrb0","2015","","","Clive Belfield","10.7916/D82J6BPJ","https://scispace.com/pdf/weathering-the-great-recession-with-human-capital-evidence-xp23bcfrb0.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑capital framework to estimate education returns; measures earnings and employment gaps. Does not quantify education costs, lack ROI, nor focus on public‑sector programs.","The Great Recession was one of the sharpest economic downturns of the past century, with significant impacts across the U.S. labor market. Over past decades, one key feature of the U.S. labor market has been the high and stable returns to education. In this paper I estimate the returns to education for large samples of young workers in Arkansas over the period before, during, and after the Great Recession. I use linked education and Unemployment Insurance earnings data on almost 1 million individuals within the state. From both cross-sectional and longitudinal analysis, I find very modest effects of the Great Recession on the earnings gaps of workers with different levels of education. Over the period 2001 to 2012, there were large and stable returns to postsecondary education relative to high school completion, and these gaps were largely unaffected by the Great Recession. I do find employment shocks that differ by education level: for persons without a college education, employment shocks were stronger and they persisted beyond the end of the recession. Adjusting for these employment shocks, earnings gaps by education level increased over the period after 2007. I also find evidence that those who graduated from college during the Great Recession gained less than those who graduated before 2007. As with earlier recessions, postsecondary education served as an effective buffer against labor market shocks.",""
"Examining the Long-Term Economic Returns from Investments in Mental Health Interventions Within Corporate and Public Sectors","https://scispace.com/paper/eWQ6jU_O3UAJ","","","","B Sharma
D Koirala
R Thapa","","https://nuvern.com/index.php/nasr/article/download/2025-07-04/31","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑capital language but focuses on mental‑health ROI, not education. Quantifies ROI and productivity gains in corporate/public settings, yet lacks education cost‑benefit analysis and direct public‑sector workforce‑development framing.","",""
"Methodology and practice in measuring the labor market outcomes of education","https://scispace.com/paper/methodology-and-practice-in-measuring-the-labor-market-50mtcy98vj","2023","Repository","","Vesselin Loulanski","10.5281/zenodo.8411474","https://scispace.compdf/methodology-and-practice-in-measuring-the-labor-market-50mtcy98vj.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑capital framework to link education levels with earnings and employment; provides extensive return‑to‑education data but lacks cost‑benefit quantification, public‑sector program focus, or integrated ROI analysis.","",""
"Returns to education","https://scispace.com/paper/returns-to-education-1l9l5l8bwv","2023","Book Chapter","","Franz Buscha
Matt Dickson","10.4337/9781800377547.ch45","","- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑capital theory to explain education returns; lacks cost quantification and public‑sector focus; discusses general wage returns but not detailed ROI or productivity links.","Human capital theory treats education like any other investment and hence there is a return to it for the investor. The basic theory and predictions are described. Empirical evidence, of which there is a lot, also cross-country comparisons, is discussed and the main methodological weaknesses and other limitations of existing empirical studies are spelled out. ",""
"Les effets possibles de la formation sur la productivité : l’apport de données longitudinales","https://scispace.com/paper/les-effets-possibles-de-la-formation-sur-la-productivite-l-4lorv0aeff","2014","Journal Article","Relations Industrielles-industrial Relations","Amélie Bernier","10.7202/1025033AR","https://scispace.com/pdf/les-effets-possibles-de-la-formation-sur-la-productivite-l-4lorv0aeff.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑capital theory to discuss training’s impact on firm productivity, but lacks cost‑benefit quantification, public‑sector context, and ROI linkage.","Cet article analyse les effets possibles des depenses de formation formelle sur la productivite des entreprises canadiennes. Si certains travaux mesurent l’intensite de la formation en entreprise a partir de donnees longitudinales, les resultats obtenus demeurent partages. Les differences observees dans les resultats anterieurs peuvent etre expliquees notamment par les donnees disponibles, le type de formation, la mesure de formation et les biais techniques influencant cette relation. Cette recherche s’appuie essentiellement sur la theorie du capital humain. Notre etude s’appuie sur les donnees de l’Enquete sur les milieux de travail et les employes (EMTE) de Statistique Canada de 1999 a 2005, aupres d’un echantillon de 1621 emplacements ou, nous modelisons la relation entre la formation et la productivite a l’aide d’une fonction de production Cobb-Douglas, en integrant les investissements en capital physique et une variable technologique. Ceci nous permet de montrer que les depenses de formation contribuent a accroitre la performance des etablissements, via la productivite, de facon progressive dans le temps. Ces depenses effectuees au cours d’une annee donnee influent significativement sur la productivite jusqu’a trois annees plus tard, la ou elles atteignent leur maximum d’effet, pour se stabiliser par la suite. Toutefois, ces resultats permettent de soulever un paradoxe : celui de la rentabilite observee des depenses de formation d’un cote, mais, de l’autre, l’hesitation du monde des affaires a investir en cette matiere pour leurs propres employes. Nos resultats suggerent egalement que les investissements en formation au sein des entreprises devraient etre consideres davantage comme un atout, plutot qu’une simple obligation financiere a l’appui d’une strategie globale de developpement des competences au sein des entreprises.",""
"Indirect Benefits of Women’s Education: Evidence from Bangladesh","https://scispace.com/paper/indirect-benefits-of-women-s-education-evidence-from-3jr3ghrbr5","2012","","","Selina Akhter","","https://scispace.com/pdf/indirect-benefits-of-women-s-education-evidence-from-3jr3ghrbr5.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑capital theory to link women's schooling to income and growth; lacks quantified cost‑benefit or ROI calculations; mentions earnings effects but not detailed labor‑market metrics; does not focus on public‑sector programs or integrated ROI analysis.","x",""
"Skills, Majors, and Jobs: Does Higher Education Respond?","https://scispace.com/paper/skills-majors-and-jobs-does-higher-education-respond-4i0a5zux25","2024","Report","","Jonathan G. Conzelmann
Steven W. Hemelt
Brad J. Hershbein
Shawn Martin
Andrew Simon
Kevin Stange","10.17848/wp24-400","https://scispace.compdf/skills-majors-and-jobs-does-higher-education-respond-4i0a5zux25.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑capital framework to model college major supply response; quantifies degree/credit elasticities but lacks cost‑benefit or ROI calculations and does not target public‑sector workforce programs.","How does postsecondary human capital investment respond to changes in labor market skill demand? We quantify the magnitude and nature of this response in the U.S. 4-year sector. To do so, we develop a new measure of institution-major-specific labor demand, and corresponding shift-share instrument, that combines job ads with alumni locations. We find that postsecondary human capital investments meaningfully respond. We estimate elasticities for degrees and credits centered around 1.3, generally increasing with time horizon. We provide evidence that both student demand and institutional supply-side constraints matter. Our findings illuminate the nature of educational production in higher education. ",""
"Developing Human Capital","https://scispace.com/paper/developing-human-capital-1229vkozci","1986","Book","","Herbert S. Parnes","","https://scispace.com/pdf/developing-human-capital-1229vkozci.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑capital theory to link education with earnings, but lacks quantified cost‑benefit, public‑sector program focus, or integrated ROI analysis; only loosely addresses labor‑market returns.","",""
"Skills and Human Capital in the Labor Market","https://scispace.com/paper/skills-and-human-capital-in-the-labor-market-xnqay567t2vu","2024","Repository","Social Science Research Network","David Deming
Mikko Silliman","10.2139/ssrn.4950559","","- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑capital framework to examine higher‑order skills and returns, but lacks cost‑benefit quantification, public‑sector context, and integrated ROI analysis.","This paper synthesizes the economics literature on skills and human capital, with a particular focus on higher-order capacities like social and decision-making skills. We review the empirical evidence on returns to human capital from both a micro and macro perspective, as well as the evidence on returns to human capital investment over the life-cycle. We highlight two key limitations of human capital theory as currently implemented. First, prior work mostly assumes that human capital is one-dimensional and can be measured by education or test scores alone. Second, human capital is typically modeled as augmenting the marginal product of labor with workers being treated as factors of production, just like physical capital. We argue for a new approach that treats workers as agents who decide how to allocate their labor over job tasks. Traditional cognitive skills make workers more productive in any task, while higher-order skills govern workers’ choices of which tasks to perform and whether to work alone or in a team. We illustrate the value of this approach with stylized models that incorporate teamwork and decision-making skills and generate predictions about how returns to skills vary across contexts.",""
"Rate of Return to Education and Institutional Labour Market Reform in Urban China","https://scispace.com/paper/rate-of-return-to-education-and-institutional-labour-market-1c5vvaw0ht","2009","Journal Article","","Rokhedi Priyo Santoso","10.20885/UNISIA.VOL32.ISS71.ART7","https://scispace.com/pdf/rate-of-return-to-education-and-institutional-labour-market-1c5vvaw0ht.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑capital framework to argue labour‑market reform boosts education returns; discusses returns qualitatively but lacks cost‑benefit quantification and public‑sector focus.","Modal sumber daya manusia memainkan peran yang penting dalam proses pembangunan. Di antara investasi sumber daya manusia yang paling penting adalah dalam bidang pendidikan. Hasil dari investasi pendidikan akan optimum jika di satu sisi terdapat lingkungan institusi yang berkualitas baik yang akan memberikan insentif berbasis pasar. Di sisi lain, reformasi institusional dalam sektor ketenagakerjaan dapat meningkatkan sistem-sistem insentif untuk meningkatkan produktivitas dan efisiensi. Paper ini mengajukan argumen bahwa reformasi pasar ketenagakerjaan merupakan prasyarat yang sangat diperlukan untuk meningkatkan hasil dari pendidikan. Kata kunci: modal, sumber daya manusia, investasi, reformasi instoitusional.",""
"Education investments and returns in economic development","https://scispace.com/paper/education-investments-and-returns-in-economic-development-ijzsmkwv58","1987","Book","","T. Paul Schultz","","https://scispace.com/pdf/education-investments-and-returns-in-economic-development-ijzsmkwv58.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑capital theory to review education‑development links; discusses return concepts but lacks empirical ROI or cost‑benefit quantification; does not target public‑sector workforce programs.","Education Investments and Returns in Economic Development This paper reviews several themes in the economic literature on education and development: (1) intercountry evidence on how income, price, and demographic constraints govern public expenditures on schools, (2) alternative conceptual interpretations of the relationship between education, productivity, and income, (3) uncertainties underlying the micro econometric evidence on the private and social returns to schooling in the labor market, which can generally be classified as model misspecification arising because of either the omission of appropriate controls or the neglect of potential sources of sample selection bias, (4) indications of the returns to schooling in nonrnarket production of child health, education, and fertility control, primarily associated with the education 0£ women who perform most of these activities in the home, and finally (5) evidence on how the allocation and management of public educational resources influence the efficiency with which these services are produced and the distribution of resulting private benefits among persons. Many aspects of these relationships are poorly understood. Because in practice only a few of the many proposed complicating features of human capital models can be implemented simultaneously, assigning priorities for further research is imperative. Among the numerous gaps in knowledge surveyed in the paper some can be closed with focused microeconometric empirical research using existing methods, and are likely to occur with the increasing supply of household survey and census data for low income countries. Other questions remain unanswered for lack of a specification of the dynamic aggregate interplay between the supply of investments in the formation of human capital and the modern sources of the derived demand for the skills that education produces. Progress on this latter frontier of the field is equally important, but less certain. This paper was prepared for the Handbook of Development Economics, edited by H. Chenery and T.N. Srinivasan, to be published by North Holland Publis~ing Co., Amsterdam, Netherlands. I greatly appreciate the comments on an earlier draft by J. Behrman, N. Birdsall, C. Griffin, W.E. Huffman, J.L; Moock, T.W. Schultz, T.N. Srinivasan, J. Strauss and the research assistance of Paul McGuire and Andrew Yuengert.",""
"Investment in U.S. Education and Training","https://scispace.com/paper/investment-in-u-s-education-and-training-cdg4hohpd0","1993","Report","Social Science Research Network","Jacob Mincer
Jacob Mincer","10.3386/W4844","https://scispace.com/pdf/investment-in-u-s-education-and-training-cdg4hohpd0.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑capital framework to model investment responses; lacks explicit cost‑benefit quantification; measures wage differentials but not full productivity; does not target public‑sector programs or integrate ROI with public workforce outcomes.","The current high rates of return to human capital stimulate a supply response via increased investments in education and training. The so increased human capital stock exerts downward pressures on the rates of return that reduce the skill differential in wages. This paper reports estimates of: the responses of investments in post-secondary education, measured by enrollments, to changes in the rate of return; responses of investment in job training, measured by incidence; and effects of accumulated human capital stocks, measured by educational attainment, on educational wage differentials. Enrollment responses and attainment effects are shown to be separated by a time lag of about a decade. The parameter estimates are based on annual CPS and NCES data, covering a recent 25 year period. If demands for human capital cease their acceleration, the rate of return is expected to decline about 25% over the current decade, judging by the estimated parameters and lags.",""
"A survey study of human capital and educational attainment","https://scispace.com/paper/a-survey-study-of-human-capital-and-educational-attainment-2kvfa307c7","2020","Journal Article","","Rininta Nurrachmi","10.20473/AIJIEF.V2I2.20645","https://scispace.com/pdf/a-survey-study-of-human-capital-and-educational-attainment-2kvfa307c7.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑capital theory to explain education's impact on earnings; lacks quantitative ROI or cost‑benefit data; only mentions wage effects without empirical measurement; does not address public‑sector programs or integrated productivity analysis.","The development of human capital is the essential thing to determine a country’s growth. The existence of a country’s human capital quality depends on its education. The change of information in society is going rapidly and it is important to cope up with information and knowledge to all economic process. With the role of human capital in the modern societies many people are still unaware about the process of educational production. This paper is aimed to provide the process on human capital formation and educational attainment from microeconomic perspective. The literature reviews indicate that education attainment in the society are influence by many factors namely religion, family background, teacher’s quality and incentive, and the peer effects. In the empirical studies, Mincerian wage equation is the most widely used to analyze education and earnings. Besides from educational production function, to determine the quality of human capital, fiscal policy through taxation and educational subsidies have impact to the end result of students.",""
"The Human Capital Premium Puzzle","https://scispace.com/paper/the-human-capital-premium-puzzle-4kfh9fmcj7","2006","","","Ignacio Palacios-Huerta","","https://scispace.com/pdf/the-human-capital-premium-puzzle-4kfh9fmcj7.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑capital asset framework to explain consumption; does not quantify education costs or ROI; mentions return properties but lacks wage or productivity measures; no public‑sector program focus; therefore limited relevance to integrated ROI and policy criteria.","This paper studies the dynamic relationship between consumption and human capital investments. We find that the riskiness of human capital investments alone cannot possibly justify the return premium that is observed on human capital assets relative to the return on the riskless asset. Using a stochastic discount factor methodology, we then study the extent to which different frictions in human capital markets such as short-sale constraints and irreversibility, borrowing and solvency constraints, and psychic costs of investment help to explain the size of the risk-adjusted premium. We find that some of these frictions allow the models to satisfy the basic restrictions that human capital returns impose on the variability of the intertemporal marginal rate of substitution under feasible preferences parameters. This is particularly the case for short-sale and irreversibility constraints, and for preference specifications that include various non-separabilities in consumption. We also find that frictions in human capital markets are quite different across demographic groups, decreasing with education, age, and experience. On average the size of frictions for the different demographic groups is from 4 to 14 times greater than in financial markets.",""
"A systems approach to measuring return on investment for HRD interventions","https://scispace.com/paper/a-systems-approach-to-measuring-return-on-investment-for-hrd-3ohdu6rdz6","2002","Journal Article","Human Resource Development Quarterly","Greg G. Wang
Zhengxia Dou
Ning Li","10.1002/HRDQ.1024","https://www.researchgate.net/profile/Greg-Wang-4/publication/227663345_A_systems_approach_to_measuring_return_on_investment_ROI_for_HRD_interventions/links/59e1024faca2724cbfdb6c09/A-systems-approach-to-measuring-return-on-investment-ROI-for-HRD-interventions.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses ROI methodology to quantify HRD program costs and benefits, but lacks human‑capital economic framing, labor‑market outcome measures, and any public‑sector context.","This study contributes to the limited methodological literature on HRD program evaluation and measurement. The study explores an interdisciplinary approach for return on investment (ROI) measurement in human resource development (HRD) research and practices. On the basis of a comprehensive review and analysis of relevant studies in economics, industrial-organizational psychology, financial control, and HRD fields, we developed a systems approach to quantitatively measure ROI for HRD programs. The ROI concept for HRD field was defined, and a theoretical systems framework was developed. The applicability of using statistical and mathematical operations to determine ROI and isolate non-HRD program impacts is discussed. Application scenarios are presented to demonstrate the utility of the systems approach in real-world ROI measurement for HRD interventions.",""
