"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Transformative and Social Justice Dimensions of a Jail-based College Course","https://scispace.com/paper/transformative-and-social-justice-dimensions-of-a-jail-based-1h5v0egxp8","2018","","","Jennifer L. Lanterman","","https://scispace.com/pdf/transformative-and-social-justice-dimensions-of-a-jail-based-1h5v0egxp8.pdf","Research consistently demonstrates the benefits associated with the provision of education in correctional facilities. These examinations typically focus on prison-based education, enhanced employment opportunities, and recidivism reduction. There is considerably less attention afforded to jail-based education and other benefits associated with institutional education opportunities. This study focuses on a criminal justice college course based on the Inside-Out Prison Exchange Model taught at the Washoe County (Nevada) Detention Center in the spring 2016 semester. This course brought together outside students (i.e., college students) and inside students (i.e., incarcerated men) for a semester-long course held once per week in the jail. The results highlight the transformative aspects of a single course that may generate the foundation for functional changes among people who are incarcerated and the value of experiential education for college students.","education. The primary outcomes of interest were the effect of correctional education on employment and recidivism. Despite evidence of positive effects on employment and recidivism, access to education in prisons and jails has been reduced since the 1970s. Impact of Education in Prisons and Jails:
 urrently, the most common types of education available in prisons and jails are adult basic education and vocational training (see . There is a long history of education in American prisons and jails. The provision of such education is critical to achieving the desired correctional goals of improved ability to obtain and maintain sufficient employment and recidivism reduction.  noted that prisons are full of people who E C are poor or otherwise disadvantaged and who require additional education to address skill deficits. Research also indicates that education improves life circumstances in ways that increase the likelihood that offenders will be able to secure stable employment and not reoffend . Impact of Education in Prisons and Jails:
 Unemployment or underemployment are risk factors for recidivism  and education influences the ability to secure stable employment . The US Department of Labor (2016) reported higher levels of education result in higher weekly earnings and lower rates of unemployment. Therefore, prisons and jails have often focused on educational programs designed to improve employment prospects. Yet, research on the relationship between education and employment outcomes among the formerly incarcerated yielded mixed results.  found that education did not increase the likelihood of employment but did result in a higher monthly income for those who were employed. The five-year follow-up study identified a relationship between education and employment-those with a college education and high school diplomas or GEDs were more likely to be employed compared to those without .  also found a significant relationship between education and employment in a meta-analysis of 58 studies-those who participated in correctional education programs experienced a 13% increase in the likelihood of employment compared to those who did not participate in educational programs. The likelihood of employment increased to 48% when Davis and colleagues restricted their analysis to the most rigorous studies. Impact of Education in Prisons and Jails:
 The primary goal of correctional education is recidivism reduction. Research indicates that properly implemented education programs effectively reduce recidivism.  found that participation in educational programs during incarceration results in reduced recidivism. They also found that less educated offenders are more likely to reoffend even if they participated in programs while in custody . Also, several meta-analyses reported that correctional education resulted in the reduced likelihood of recidivism . The magnitude of effects ranges from 7% to 43% recidivism reduction, depending on the definition of recidivism and the rigor of study designs."
"Not Just Any Job Will Do A Study on Employment Characteristics and Recidivism Risks After Release","https://scispace.com/paper/not-just-any-job-will-do-a-study-on-employment-40lf8qib8v","2017","Journal Article","International Journal of Offender Therapy and Comparative Criminology","Anke Ramakers
Paul Nieuwbeerta
Johan van Wilsem
Anja Dirkzwager","10.1177/0306624X16636141","https://scispace.com/pdf/not-just-any-job-will-do-a-study-on-employment-40lf8qib8v.pdf","Ex-prisoners’ recidivism risks are high. Several theories state that employment can reduce these risks but emphasize that the protective role of employment is conditional on job qualities (work intensity, job duration, etc.). Longitudinal research on the role of employment in ex-prisoners’ recidivism patterns is scarce, and most existing work used a simplistic employment measure (i.e., employed vs. unemployed), leaving the topic of job quality underexplored. This study examines the association between employment characteristics and recidivism among Dutch ex-prisoners. Using longitudinal data of the Prison Project (n = 714), we found that not just any job, but particularly stable employment and jobs with a higher occupational level could help reduce crime rates among these high-risk offenders. Many ex-prisoners face a human capital deficit that complicates the guidance to high-quality jobs. It might, however, be possible to help place ex-prisoners in stable employment.","After Release Authors: Anke Ramakers (Corresponding Author),Paul Nieuwbeerta,Johan Van Wilsem,Anja Dirkzwager Keywords: reintegration, imprisonment, employment, reoffending, recidivism, longitudinal research Introduction:
 More than ten million individuals worldwide are held in penal institutions . Although time spent in prison is intended to prevent crime, recidivism risks are 1 Leiden University, The Netherlands 2 Netherlands Institute for the Study of Crime and Law Enforcement, Amsterdam, The Netherlands high among ex-prisoners, especially in the first months following release . The dramatic change in circumstances and uncertainty that accompany release are plausible explanations for this high recidivism rate. Many ex-prisoners report problems on multiple life domains, such as housing, health, and income . Employment, education, and related areas (financial assistance, driver's license, job training) were among the most requested reentry needs of serious offenders upon release . Introduction:
 Transitional service programs provide an opportunity to smooth the transition from prison into the community and improve post-release (employment) outcomes. Transitional employment is subsidized employment made available immediately after a person leaves prison, often accompanied by soft skills training and job search assistance. Research that evaluates these programs aims to help identify which ones are likely to improve successful reentry. For example, in the Transitional Jobs Reentry Demonstration offered by the Center for Employment Opportunities (CEO) in New York, offenders were randomly assigned to a treatment or control group to assess the causal treatment effect. The treatment group was given access to CEO's temporary paid jobs and other services, and the control group was offered basic job search assistance at CEO along with other services in the community. Three years after release, reductions in future criminal activity were found for offenders randomly assigned to the treatment group in receipt of transitional jobs . Although Redcross and colleagues found reductions in recidivism, other research evaluating similar programs have found little or no effect on either postrelease employment or recidivism rates . According to , "". . . the juxtaposed evaluation of relatively similar interventions suggests that with regard to transitional job programs, the jury is still out"" (p. 71). Introduction:
 Implementation differences in the organization of the program or in participants' opportunities to interact with other recently released inmates are mentioned as possible explanations for the lack of consistency in treatment-effects (e.g., . One plausible explanation that received little attention but could be addressed and potentially adjusted is that the type of job that is offered in reentry programs seems unfit to reduce recidivism . Released offenders are often assigned to minimum-wage transitional (temporary) jobs (e.g., . Introduction:
 Yet theories imply that the protective effect of employment is conditional on working in certain types of employment; not just any job but higher quality employment can deter offenders from committing criminal acts. Theories ascribe this crime-reducing effect to different job characteristics (e.g., stability, work intensity, earnings). For instance,  emphasized in the informal social control theory that Introduction:
 The current study uses observational data on ex-prisoners with various labor market experiences to examine whether the type of jobs that ex-prisoners find immediately after release can prevent them from committing new crimes. Research Question::
 To what extent is employment, and characteristics of this employment, related to ex-prisoners' recidivism risk in the first 6 months following release?"
"Work as a Turning Point for Criminal Offenders","https://scispace.com/paper/work-as-a-turning-point-for-criminal-offenders-efhi93c82y","2001","","","Christopher Uggen
Jeremy Staff","","https://scispace.com/pdf/work-as-a-turning-point-for-criminal-offenders-efhi93c82y.pdf","Jeremy Staff is a graduate student at the University of Minnesota. An earlier version of this article was presented at the Economic Policy Institute, December 6, 2000, Washington DC. The studies cited in this article were made possible by the generous support of the National Institute of Justice, National Institute of Mental Health, National Science Foundation, and Soros Foundation Open Society Institute. We thank Angela Behrens for research assistance and also wish to acknowledge our coauthors on several related projects: Irv Piliavin, Melissa Thompson, Jeff Manza, Candace Kruttschnitt, Jeylan Mortimer, Kelly Shelton, Ross Matsueda, and Mike Massoglia. Work as a Turning Point for Criminal Offenders","lifestyle. Despite this general finding, the effects of work programs are often modest and limited to certain subgroups of offenders. Nevertheless, we find enough sound experimental evidence of program effectiveness to conclude that employment remains a viable avenue for reducing crime and recidivism. Summary Findings and Future Questions:
 For example, research suggests that older offenders are especially receptive to postrelease employment programs, even when they are short-term and limited in quality, and that employment programs may ease their transition back into society. The effectiveness of short-term work programs for young offenders is less encouraging; most evaluations find that subsidized employment does not reduce recidivism for adolescents and young adults. However, evaluations of long-term residential programs that emphasize vocational training, placement, and education offer some promise for reducing crime among at-risk or released adolescents. Summary Findings and Future Questions:
 We also find some evidence that the quality of employment may be important for reducing recidivism in work programs. In nonexperimental studies, exoffenders who obtained high-quality employment, such as skilled craft work, were less likely to be rearrested than those who obtained poor-quality work. The response to work quality, however, also appears to be age-graded, although it remains unclear whether assigning young offenders to high-quality work would reduce recidivism in the same way as adults. Criminological theory suggests that youth have less attachment to the labor market, and preliminary evidence suggests that high-quality work may increase deviance and substance use for adolescents in the general population. Still, we are hesitant to draw conclusions for the effects of work quality on young offenders based on the scattered observational studies conducted to date. Summary Findings and Future Questions:
 Finally, work programs appear to be helpful in reintegrating the growing number of drug-involved offenders in prison. Research has suggested that employment programs can reduce rates of rearrest among ex-addicts, although prison-based drug treatment programs may be more effective for reducing substance use. Perhaps a program combining treatment, vocational training, and employment services would be most effective for reducing recidivism to both crime and drug use."
"Nondegree Credentials in Correctional Education: Status, Challenges, and Benefits.","https://scispace.com/paper/nondegree-credentials-in-correctional-education-status-inzpyt67m9","2016","","","Michelle Tolbert","","https://scispace.com/pdf/nondegree-credentials-in-correctional-education-status-inzpyt67m9.pdf","","demands for students' time, class disruptions, facility transfers, technology and other resource restrictions, space limitations, and recruitment of qualified teachers. These challenges are common across most correctional education programs, however, and are not specific to CTE programs. EXECUTIVE SUMMARY:
 • Student obstacles: Incarcerated students face a number of challenges with persisting in and completing programs and earning a credential, including personal obstacles (e.g., low educational skills when entering the program and poor study skills), institutional obstacles (e.g., competing demands for student's time and class disruptions), and post-release obstacles (e.g., lack of articulation agreements with community colleges and lack of employment assistance and other support services). EXECUTIVE SUMMARY:
 • Economic value of program: The employers and employment specialists interviewed for the study have anecdotal evidence indicating that nondegree credentials help formerly incarcerated individuals find employment. EXECUTIVE SUMMARY:
 With employers and employment placement specialists having only anecdotal evidence about the economic value of nondegree credential programs, more research is needed on how these programs affect employment, wages, and job stability after release. Also, which programs have the most impact on post-release outcomes, and why? More information is also needed on promising practices and the costs of these programs. Specifically, how are states addressing the challenges facing incarcerated students and facilities offering nondegree credential programs, and can these approaches be replicated in other facilities and states? What are the costs of education and training programs that lead to educational certificates, professional certifications, and licenses? Are the costs for these programs recouped through post-release outcomes such as lower recidivism rates? With this additional information, state departments of corrections will be in a better position to maintain and increase funding for their programs. They also will have the guidance they need to improve their programs that lead to nondegree credentials so that their students are well prepared to obtain a long-term, living-wage job after release and successfully transition out of the criminal justice system. INTRODUCTION:
 Nearly 2.3 million adults are incarcerated in our nation's prisons and jails. Incarcerated adults are, on average, less educated than the general population . They also often lack job skills and a steady employment history , which, combined with the stigma of their felony convictions, creates significant barriers to reentering the labor market when they are released . INTRODUCTION:
 Providing incarcerated adults with education and training programs not only improves their chances of obtaining a job after release but also lowers their recidivism rates ). 1 Although most states offer these programs to their incarcerated population, participation has declined over the last few decades ; U.S. Department of Education 2012). For example, according to the most recent statistics available, the percentage of adults incarcerated in state prisons who participated in vocational programs dropped from 32 percent in 1997 to 27 percent in 2004. During that same time period, the state prison population grew nearly 10 percent, from ."
"The Effect of Job Training Programs at a Juvenile Correctional Facility in Japan","https://scispace.com/paper/the-effect-of-job-training-programs-at-a-juvenile-4fd5qntwh8","2012","","","Kenji Wada
Akihito Toda
Tomura Kazuki","10.7916/D8PK0QD5","https://scispace.com/pdf/the-effect-of-job-training-programs-at-a-juvenile-4fd5qntwh8.pdf","We consider the e¤ect of characteristics of prison inmates in general and the job training program participation in particular on the recidivism in Japan. By empolying individual level dataset from a Kawagoe Juvenile Correctional Facility, we nd that some of the inmates characterstics will lower recidivism and the participation in job training is e¤ective in lowering the probability of re-entry into prison.","…nd a job after they are released from prison. So we cannot stress the importance of a job training program for prison inmates. However, there have been few studies that investigate the e¤ect of job training programs in prison on the recidivism. Introduction:
 Many researchers have investigated the e¤ect of job training programs on workers both theoretically and empirically since the seminal work by . Also, many researchers have considered what types of regulations prevent people from committing a crime since the seminal work by . However, to the best of our knowledge, there has been few economic investigation into the e¤ect of job training programs for inmates on re-incarceration.  showed that older, more intelligent and more educated adults should commit fewer street (unskilled) crimes. The e¤ects of education, training, and wage subsidies, as well as enforcement policies on criminal behavior are also discussed.  estimated the e¤ect of education on criminal activity using changes in state compulsory schooling laws and found that the e¤ect is negative.  investigated the cause of the decline in the crime rate in the U.S. in the 1990s and found that 1)increases in the number of police, 2)the rising prison population, 3)the waning crac epidemic and 4)the legalization of abortion can explain the decline.  discussed the e¤ect of changes in labor market and anti-crime policies on 2003.  shows that empirical evidence supports the role of incentives in the criminal behavior, legitimate labor market experiences, sanctions including incarceration, and the risk of apprehension. ) investigated the redicivism in the U.S. and reported a table on di¤erence in re-incarcenation among parole, probation and expiration.  investigated the prisoner's integration into community after release. ,  and Tilley (2010) are a rare exception in the literature.  investigated the e¤ect of work-release program in North Calorina on recidivism by interviewing 453 subjects between July 1973 and June 1974. This was one of the …rst papers on the e¤ect of work-release program on recidivism. However, she did not control for any di¤erence in ability.  considered, in a single page report written in Japanese, the e¤ect of the job training at Kawagoe Juvenile correctional facility on the re-entry ratio within …ve years after release. He showed that the re-entry ratio is higher for those who have not received any job training than those who have received some job training. He also considered the re-entry ratio di¤erence among participants in di¤erent job training programs. However, he did not 1) conduct any statistical analysis on the di¤erence in re-entry ratio among job training programs, 2) consider the e¤ect of the job training on the length between release from and re-entry into prison or 3) correct for the di¤erence in ability. Tilley (2010) considered the e¤ect of both educational and vocational training program on recidivism. He relied on individual level dataset from …ve states in the U.S. in 1994. He found that participating in educational program reduced the risk of recidivism but that in vocational program did not. Also his result is based on a dataset of inmates relased from a single year so that the result may depend on hidden factors speci…c to that year. In addition, the dataset is for inmates relased in 1994 so that the result in his paper may not apply to more recent period."
"a Correctional Setting"" (Bruce Hobler); ""Correctional Education's Bottom Line"" (Douglas","https://scispace.com/paper/a-correctional-setting-bruce-hobler-correctional-education-s-2pd24xv61d","1984","","","P. Shannon
Herman Lee
Jayne Murray
A. Gregory
M. G. Neithercutt
Bruce I. Wolford
John Platt
Deborah G. Wilson
Moss Haber","","https://scispace.com/pdf/a-correctional-setting-bruce-hobler-correctional-education-s-2pd24xv61d.pdf","","(22%) is not a great deal higher than the figure (12.5%) for the entire state at the time of this study; moreover, most of the persons in the overall state average are probably law-abiding citizens without criminal records. 17 5.:
 6. Vocational graduates appear to demonstrate a low incidence of returning to prison while on parole. The incidence of recidivism, during parole, for those vocational graduates who were employed is even lower than those vocational graduates who were unemployed. 7.:
 Vocational graduates who receive their training at institutions which '.roduce a larger number of graduates (and thereby likely operate a larger number of vocational programs) seem to show better overall employment figures and parole performance than vocational graduates who receive their training at institutions which produce the lower numbers of graduates (and thereby likely operate fewer numbers of vocational programs). Recommendations:
 Based upon the researchers' interpretation of the data in this study and their collective experience in vocational and technical education as well as in corrections in general, it is recommended that:  Relevant vocational education courses in Ohio's prisons ought to be carefully :xpanded so as to include a greater number of inmates who can potentially benefit from vocational training. 3.:
 Additional efforts should be put into establishing an on-going easily-tracked data collection system on inmates who are vocational graduates. 3.:
 4. Aspecific research study should be conducted which compares the employment and overall parole performance of vocational graduates with all parolees from the same Fiscal Year; such a study also could set the stage for on-oing annual comparisons. 3.:
 5. Additional staffing and appropriate funding should be incorporated into departmental planning so as to ensure valid, on-going data collection and analysis as well as continued research inquiries. 3.:
 In summation, the authors wish to stress that they are well aware of preva4ling negative public attitude toward providing funds for vocational training for incarcerated persons. The researchers therefore wish to end this report of their followup study with a comprehensive, pragmatic statement on the issue of providing sound vocational training programs for inmates. 3.:
 From their experiences with corrections and correctional education, the researchers are aware, as are other professionals in corrections, that many, perhaps most, persons committed to prison demonstrate both poor educational backgrounds and functional levels as well as poor employment records. If nothing is done to 18 improve either or both of these deficient areas during incarceration, it follows that the inmates' return to illegal activities upon eventual release will be probable. Even if further crimes are avoided there remains an increased likelihood of continued public dependence through unemployment and/or welfare assistance. Including the time spend in prison at public expense, this can add up to continued outlay of tax dollars with little or no return."
"Colleges with Fences: A Handbook for Improving Corrections Education Programs. Research and Development Series No. 266.","https://scispace.com/paper/colleges-with-fences-a-handbook-for-improving-corrections-q45cfmrm7b","1987","","","Brian E. Simms","","https://scispace.com/pdf/colleges-with-fences-a-handbook-for-improving-corrections-q45cfmrm7b.pdf","Simms, Brian E.; And Others Colleges with Fences: A Handbook for Improving Corrections Education Programs. Research and Development Series No. 266. Ohio State Univ., Columbus. National Center for Research in Vocational Education. Office of Vocational and Adult Education (ED), Washington, DC. 87 300-83-0016 93p. National Center Publications, Box F, National Center for Research in Vocational Education, 1960 Kenny Road, Columbus, OH 43210-1090 (Order No. RD266--$8.75). Guides Non-Classroom Use (055)","correctional context because the inmate populations typically display a higher than average rate of illiteracy, rate of pre-arrest unemploy- ment, incidence of substance abuse, and greater than average eductional deficiencies and other sociopsychological problems. Support Services:
 Indeed,  found that, in postsecondary correctional college programs that made extensive use of support services, the following outcomes were observed: Support Services:
 The programs ... appeared better able to draw, involve, and advance inmates who had educational deficiencies. The participants were better able to capitalize on what they gained from the inside program by continuing with their college education after release. They made a smooth, easier transition to life on the streets during the initial period after release: and they were able to get better, higher paying jobs. They developed greater self-awareness and gained personal confidence from their successes and contacts inside the program. Finally, more participants of these programs indicated that the programs met their educational needs.  Support services particularly important to postsecondary vocational education are career counseling and job placement assistance. As noted earlier, a high percentage of inmates are unemployed at the time of their arrest. Moreover, the employment histories of most inmates indicate that they typically have held low-paying, low-status jobs with high and fast turnover rates. One of the central aims of postsecondary vocational education is to break the cycle generated by inmates who, upon release from prison, return to crime c way of life that is more lucrative and, in some ways, more stable than the unskilled jobs available to them. Career counseling can help inmates develop long-term career plans to guide their progress through correctional education and vocational education programs and postrelease job searches. Support Services:
 Most inmates also need job placement assistance. In many states, inmates must have a job waiting in order to obtain parole. However, the stigma of being an ""ex-con"" often makes it difficult to find jobs. Job placement assistance can help inmates find employment related to their vocational training that is stable and better paying than unskilled jobs. Curriculum Content:
 In a recent study , the major finding that emerged was that experts and members of the general public think vocational education's major role is preparing citizens for the world of work. This role assumes even greater significance within the context of corrections. As  elaborates: Curriculum Content:
 A rationale which appears logical and valid for vocational education in corrections ... goes something like this: the offender desires work more than s(he) desires to commit a crime and will therefore not ""offend"" if job skills and legitimate employment are within his/her grasp. in order to acquire the job skills necessary for legitimate, satisfying employment, the offender needs training in up-to-date, marketable skills and exposure to the best of teachers and teaching methods. Vocational education for the offender, then, is considered the mechanism by which the offender becomes first rehabilitated and then reintegrated into society with no economic incentive to return to crime. (p. 9) Like free-world vocational education, correctional vocational education is judged to be effective only to the extent that it provides inmates with the skills necessary to obtain training-related employment upon release from prison. The corollary to this is that effective correctional vocational education provides inmates with the occupational skills and knowledge needed by business and industry. Moreover, this role Is perceived to be even more sharply defined for the postsecondary level than the secondary level of education."
"Correctional Education: Assessing the Status of Prison Programs and Information Needs.","https://scispace.com/paper/correctional-education-assessing-the-status-of-prison-1jc8b36uyt","2004","","","Steven Klein
Michelle Tolbert
Rosio Bugarin
Emily Forrest Cataldi
Gina Tauschek","","https://scispace.com/pdf/correctional-education-assessing-the-status-of-prison-1jc8b36uyt.pdf","","prison inmates are eventually released. Often dropped back into society without transitional services, lacking the educational or social skills to support themselves and possessing the stigma of a prison record, it should come as no surprise that many of these individuals eventually return to prison. Recidivism:
 According to statistics from a U.S. Department of Justice Study,  which tracked the outcomes of 272,111 inmates released from state prison in 1994, more than two-thirds (68 percent) of prisoners were rearrested for a new offense within three years following their release and more than one-half (52 percent) were reincarcerated for a new offense or parole violation (Table .1). early 1998.  The study found that inmates who participated in correctional education programs exhibited lower recidivism rates at the end of the three-year study period and were onethird as likely to be reincarcerated as non-participants (Figure ). Participants also earned higher wages than nonparticipants for each of the three years they were followed. Most recently, the:
 While the study documented lower recidivism rates for correctional education participants in the three participating states, findings cannot be generalized nationally because characteristics of correctional education programs-including statutory definitions of crime, sentencing guidelines and employment data-vary from state to state. Researchers also noted considerable variation across the three participating states, and among facilities within states, in how data were collected and maintained. Cumulative percentage of released prisoners who were: What Is Missing?:
 State prison administrators can make a substantial contribution in assessing the association between correctional education and recidivism. Doing so will require standardizing reporting and incorporating post-release data elements into current state information systems. Building capacity will entail What Is Missing?:
 • Establishing a common definition of recidivism. There is currently no agreed-upon national definition of recidivism, meaning that states are using different procedures for determining recidivism rates. What Is Missing?:
 • Linking prison administrative records within and across state agencies. Unique prison identifiers do not always travel with inmates following release, meaning that recidivists may be assigned new identifiers each time they are imprisoned. A relatively small number of federal and state prison staff are engaged in providing educational services, such as academic or vocational instruction. Between 1990 and 2000, the total number of educational staff increased by nearly 26 percent, rising from 11,000 to 14,000 individuals (Figure ). In spite of this, the proportion of staff engaged in providing correctional education services declined over the period, falling from 4.1 to 3.2 percent of total institutional staff (Table .1). What Is Missing?:
 The combination of increasing inmate populations and relatively small growth in educational staff has meant that the ratio of inmates to instructors has substantially increased. What Is Missing?:
 Between 1990 and 2000, the number of inmates per instructor climbed from 65.6 to 95.4 inmates, although there is some evidence that rates have stabilized since 1995. Unfortunately, due to survey construction, it is not possible to differentiate between part-time and full-time employees in these estimates. What Is Missing?:
 As such, these findings may underestimate the actual inmate to education staff ratio if states rely on part-time instructors to provide instructional services."
"La inserción laboral de ex reclusos : una aproximación cualitativa","https://scispace.com/paper/la-insercion-laboral-de-ex-reclusos-una-aproximacion-14zfcsa8x9","2014","Journal Article","Revista Espanola De Investigaciones Sociologicas","Fernando Osvaldo Esteban
Ramon Alós
Pere Jódar
Fausto Miguélez","10.5477/CIS/REIS.145.181","https://scispace.com/pdf/la-insercion-laboral-de-ex-reclusos-una-aproximacion-14zfcsa8x9.pdf","Uno de los debates recurrentes en criminologia pivota en la efectividad de las diversas medidas adoptadas desde el sistema penitenciario para la reinsercion de la poblacion reclusa. En este articulo abordamos especifi camente el analisis de hasta que punto la formacion ocupacional y los programas de trabajo en los centros penitenciarios contribuyen a la reinsercion social y laboral de los internos y ex internos. El punto de partida es una investigacion llevada a cabo en Cataluna mediante entrevistas semiestructuradas a expertos y a reclusos y ex reclusos. Los principales resultados que se resaltan son: a) la formacion ocupacional y el trabajo en los talleres contribuyen moderadamente a la reinsercion de los reclusos, segun su motivacion personal y recursos sociales; b) no obstante, su funcion mas determinante recae en sus aspectos terapeuticos y educativos en la propia prision, que ayuda a mantener el orden e, indirectamente, a la resocializacion de los reclusos.","penitenciario para la reinserción? Un estudio a partir de las opiniones de los presos de las cárceles de Cataluña». Revista Española de Investigaciones Sociológicas, 127: 11-31. Resumen:
 Uno de los debates recurrentes en criminología pivota en la efectividad de las diversas medidas adoptadas desde el sistema penitenciario para la reinserción de la población reclusa. En este artículo abordamos específi camente el análisis de hasta qué punto la formación ocupacional y los programas de trabajo en los centros penitenciarios contribuyen a la reinserción social y laboral de los internos y ex internos. El punto de partida es una investigación llevada a cabo en Cataluña mediante entrevistas semiestructuradas a expertos y a reclusos y ex reclusos. Los principales resultados que se resaltan son: a) la formación ocupacional y el trabajo en los talleres contribuyen moderadamente a la reinserción de los reclusos, según su motivación personal y recursos sociales; b) no obstante, su función más determinante recae en sus aspectos terapéuticos y educativos en la propia prisión, que ayuda a mantener el orden e, indirectamente, a la resocialización de los reclusos. and representations in relation to the mechanisms put in place for their re-entry into society and the workforce. These results constitute the basis for this paper. The second consisted of a combined analysis of the records of both the Social Security (SS) authorities and the Prison Information System of Catalonia (Sistema de Información Penitenciaria de Cataluña), with the purpose of testing the degree of association of post-release career paths with ex-inmates' participation in re-entry preparation programmes. The analysis of the data in these records showed that, out of a total of the 3,225 exinmates identifi ed, 43.6% re-entered the labour market in some form after their fi nal release (as of 30 June 2009), whilst just under half of these obtained employment that lasted less than three months a year. 22.9% of the former inmates from the period analysed re-offended, and for 33.4% no registration with the Social Security authorities was recorded for employment purposes after their fi nal release date. It can be stated, therefore, that very few managed to obtain security in their re-entry into employment. The majority of those who applied for registration with the Social Security authorities alternated periods of employment with periods of unemployment; and for those who had access to paid work, it mostly involved manual, low-skilled tasks, with short, or even, very short contracts. The infl uence of various variables on post-release entry into employment was also verifi ed: for example, men were more likely to fi nd work than women, as did those with a higher education level, those who left the penal system when they were younger, those who were not repeat offenders, those who When I was in prison at the beginning I didn't do anything. Reintegration, rehabilitation, these are words I don't like much, as they make it sound as if you came from the moon… as if you were an extra-terrestrial and need to be re-educated."
"The Practice and Promise of Prison Programming","https://scispace.com/paper/the-practice-and-promise-of-prison-programming-1sh5err6rf","2002","Dataset","","Sarah Lawrence
Daniel P. Mears
Glenn Dubin
Jeremy Travis","10.1037/E720872011-001","https://scispace.com/pdf/the-practice-and-promise-of-prison-programming-1sh5err6rf.pdf","This report includes a literature review on the effectiveness of educational, vocational, and work programs in prison on employment outcomes and recidivism, and it includes an inventory of prison programs in seven states from the Great Lakes region The report also makes recommendations for strategic opportunities and identifies policy targets for increasing and enhancing prison-based programming","advocacy groups, business associations, education-related associations, researchers, and victims' rights groups. These key stakeholders could come together for the purposes of consolidating efforts, improving information exchange across interested organizations, setting an agenda, and prioritizing next steps. H O W:
 2. The objective of rehabilitating offenders to be better human beings so they can lead a more productive, socially acceptable life has seen declining support over the past two decades. Expanding and improving correctional programs could be reframed from a way to rehabilitate individuals to a way to increase offender accountability. W H Y:
 Requiring offenders to ""be productive"" and ""work hard"" like the average citizen may be more politically palatable and publicly supported than offering incarcerated individuals programs for rehabilitative purposes. H O W:
 This effort could be approached at the state level, agency level, or facility level. Laws mandating work or training while incarcerated could be passed by state legislatures. For example, Oregon recently adopted a series of changes in response to the 1994 Prison Reform and Inmate Work Act. The changes include an automated assessment process for identifying offender needs, matching of offender needs with appropriate programming, monitoring of inmate progress, and graduated vocational training and work experiences that culminate with the offender's release . Alternatively, departments of corrections could introduce policies that require offenders to attain certain education levels before release by a parole board, or individual wardens could implement programs at their facilities given sufficient money and resources. W H Y:
 Due to limited resources, typical correctional programs have not been regularly reviewed and updated and are often out of date. The tremendous recent changes in technology make it more difficult for offenders to succeed if trained in outdated industries or technologies. H O W:
 Organizations that develop standards and curricula for other educational and vocational endeavors could be hired to update and restructure correctional curricula. The Correctional Education Association (CEA) has developed a set of standards that could provide the foundation for a systematic review. H O W:
 4. Businesses from the private sector could be engaged in the training and employment of offenders prior to their release, with the goal of linking these prisoners to employment after release. W H Y:
 Despite the current, short-term economic concerns, businesses (manufacturers in particular) are forecasting a shortage of workers in the not-too-distant future. Several participants at a recent conference (""Correctional Education and Training: Raising the Stakes""  noted that many industries are increasingly in need of a well-trained workforce. The estimated high-level of demand over the next decade suggests opportunities for prisons to train offenders in job skills that can be parlayed into well-paying positions. There is considerable interest among both criminal justice and workforce development policymakers and practitioners for in-prison programs that can better prepare inmates for post-release employment. H O W:
 Business associations in partnerships with departments of corrections could organize job fairs for soon-to-be-released offenders. (The Federal Bureau of Prisons has adopted this approach with considerable success.) Businesses often are reluctant to participate, but after attending the job fairs typically become enthusiastic supporters because of the direct benefits to them. 5.:
 Correctional instructor skills could be improved and enhanced, both for teaching and for navigating instruction in correctional settings."
