"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Key Findings and Outcomes"
"Vocational education and training for adult prisoners and offenders in Australia: research readings","https://scispace.com/paper/vocational-education-and-training-for-adult-prisoners-and-25wmu9q1ga","2007","Journal Article","National Centre for Vocational Education Research","Susan Dawe","","https://scispace.com/pdf/vocational-education-and-training-for-adult-prisoners-and-25wmu9q1ga.pdf","- **Relevance Score:** 54/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Uses VET programs in Western Australian prisons; focuses on inmates; discusses skill building and policy; lacks actual recidivism or employment data and cost analysis; provides limited implementation detail.","This book of research readings provides clear evidence that adult prisoners and offenders who participate in vocational education and training (VET) during their sentence are less likely to re-offend. A reduction in recidivism represents significant cost savings to the community. This book highlights recent improvements in the delivery of VET for adult prisoners and offenders in Australia. Chapters include: International research and trends in education and training provision / Raymond Chavez and Susan Dawe; The role of VET in recidivism in Australia / Victor Callan and John Gardner; Ex-prisoners and ex-offenders and the employment connection: assistance plus acceptance / Joe Graffam and Lesley Hardcastle; The role of education and training in prison to work transitions / Margaret Giles, Anh Tram Le, Maria Allan, Catherine Lees, Ann-Claire Larsen and Lyn Bennett; Should education and vocational training be compulsory in corrections? / Peter de Graaff; The provision of VET for adult prisoners in Australia / Sian Halliday Wynes; Using research to inform practice: Western Australian correctional education / Christine Laird, Raymond Chavez and Melanie Zan; Throughcare and VET for adult prisoners and offenders within the New South Wales Department of Corrective Services / Karen Banfield, Steve Barlow and David Gould; Improving VET for adult prisoners and offenders in Australia / Sian Halliday Wynes; Improving literacy for adult prisoners and offenders / Bernard Meatheringham, Pamela Snow, Marine Powell and Michael Fraser; Education and training for Indigenous people in prisons / Cydde Miller.",""
"The Role of Incarceration-Based Education in Recidivism Reduction: A Literature Review","https://scispace.com/paper/the-role-of-incarceration-based-education-in-recidivism-pwbdydvp5bds","2024","Journal Article","Journal of Student Research","Matthew F. Griffith
H Zettler","10.47611/jsrhs.v13i4.7725","","- **Relevance Score:** 53/100
- **Relevance Tag:** Somewhat Relevant
- **Reasoning:** Reviews correctional education programs and their link to lower recidivism and better employment, focuses on inmates, offers policy recommendations, but lacks original outcome data, cost analysis, implementation specifics, or longitudinal tracking.","Higher education, GED programs, and vocational training play a major role in reducing recidivism among incarcerated individuals. Research shows that these educational initiatives inside incarceration not only lower recidivism rates but also support successful reintegration into society by increasing employment opportunities. This paper aims to analyze the effectiveness of each educational program and its direct impact on recidivism. Despite the effectiveness of each educational program in reducing recidivism rates among previously incarcerated individuals, challenges such as limited access, program quality, and post-release support persist. Recommendations for enhancing these program's effectiveness and impact include expanding access to higher education within correctional facilities, improving the delivery and integration of GED programs, increasing investment in vocational training aligned with labor market trends, developing holistic reentry programs that address various post-incarceration challenges, and standardizing recidivism definitions for more reliable research. Addressing these recommendations can strengthen the impact of correctional education programs, reduce recidivism, and promote successful reintegration, ultimately further contributing to increased public safety and economic stability. ",""
"Formação profissional e educação técnica como estratégias de empoderamento no sistema prisional","https://scispace.com/paper/formacao-profissional-e-educacao-tecnica-como-estrategias-de-1lytiecxw9","2024","Journal Article","Observatorio de la economía latinoamericana","Silvana Maria Aparecida Viana Santos","10.55905/oelv22n4-037","","- **Relevance Score:** 46/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Analyzes prison vocational training and its empowerment role; lacks empirical recidivism or employment data; stresses human‑capital gains and policy support.","Este estudo abordou o problema da reinserção social de detentos e a redução da reincidência criminal através da formação profissional e educação técnica no sistema prisional. O objetivo geral foi analisar como essas estratégias educacionais contribuem para o empoderamento de detentos, facilitando sua reintegração à sociedade. A metodologia adotada consistiu em uma revisão de literatura, incluindo a análise de estudos de caso relevantes e a comparação entre diferentes contextos nacionais e internacionais. Os resultados indicaram que a educação profissional e técnica oferece benefícios significativos para detentos, incluindo a aquisição de habilidades práticas, o aumento da autoestima e a melhoria das perspectivas de emprego pós-liberação. No entanto, a implementação desses programas enfrenta desafios, como a falta de recursos e resistências institucionais. As considerações finais destacaram a necessidade de comprometimento político e social para superar esses obstáculos, enfatizando a importância da educação como direito humano fundamental e pilar para a reabilitação e reintegração social.",""
"From the Classroom to the Community: Exploring the Role of Education during Incarceration and Reentry.","https://scispace.com/paper/from-the-classroom-to-the-community-exploring-the-role-of-4wh0ehgw22","2009","","","Diana Brazzell
Anna Crayton
Debbie A. Mukamal
Amy L. Solomon
Nicole Lindahl","","https://scispace.com/pdf/from-the-classroom-to-the-community-exploring-the-role-of-4wh0ehgw22.pdf","- **Relevance Score:** 46/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Focuses on education programs and reentry partnerships for inmates, outlines barriers and policy needs, but lacks empirical outcome data on recidivism, employment, costs, or long‑term follow‑up.","",""
"The Condition of Correctional Education in Minnesota: Toward a Vision for Learning.","https://scispace.com/paper/the-condition-of-correctional-education-in-minnesota-toward-dppjyrsd83","1993","","","Duane A. Rominger","","https://scispace.com/pdf/the-condition-of-correctional-education-in-minnesota-toward-dppjyrsd83.pdf","- **Relevance Score:** 39/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Describes Minnesota correctional education programs and barriers; lacks empirical recidivism or employment data, but offers contextual insights and policy considerations.","",""
"Can residential mobility programs improve human capital? Comparing social mechanisms in two different programs","https://scispace.com/paper/can-residential-mobility-programs-improve-human-capital-2hci7t7aev","2009","Book Chapter","","James E. Rosenbaum","10.17848/9781441631992.CH8","https://scispace.com/pdf/can-residential-mobility-programs-improve-human-capital-2hci7t7aev.pdf","- **Relevance Score:** 36/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Focuses on general rehabilitative programs for offenders, noting recidivism and employment effects, but lacks specific correctional education, cost analysis, or detailed implementation.","",""
"Correctional education can make a greater impact on recidivism by supporting adult inmates with learning disabilities","https://scispace.com/paper/correctional-education-can-make-a-greater-impact-on-193rzobqbe","2015","Journal Article","Journal of Criminal Law & Criminology","Angela Koo","","https://scispace.com/pdf/correctional-education-can-make-a-greater-impact-on-193rzobqbe.pdf","- **Relevance Score:** 36/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Highlights need for LD‑focused education in prisons, stresses policy change, but lacks empirical recidivism or employment data and detailed program evaluation.","This Comment brings attention to a group that is overlooked within our prisons—adult inmates with learning disabilities. These inmates currently face challenges in receiving appropriate educational programming. Recognizing that several studies support the proposition that education reduces recidivism, this Comment argues that correctional education programs must make reforms to accommodate adult inmates with learning disabilities in order for education to fully impact recidivism rates",""
"A Survey of Staff and Inmates at the New Lisbon Correctional Institution Detailing Relevant Factors Associated with Career and Technical Education and Post-Release Outcomes","https://scispace.com/paper/a-survey-of-staff-and-inmates-at-the-new-lisbon-correctional-3p5rcy36z5","2010","","","David John Hines","","https://scispace.com/pdf/a-survey-of-staff-and-inmates-at-the-new-lisbon-correctional-3p5rcy36z5.pdf","- **Relevance Score:** 35/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses survey of staff and inmates to explore CTE factors and post‑release outcomes; directly targets incarcerated participants; discusses human‑capital benefits and policy needs, but lacks empirical recidivism or employment impact data and detailed program or cost analysis.","2 Inmates released to the community without a basic education and little job training face a higher risk of re-offending and being returned to prison. By providing effective career and technical educational programming, the Wisconsin Department of Corrections (WI DOC) can increase educational levels, provide meaningful job skills, as well as help offenders to think critically and more responsibly in order to enhance their reentry to the community and to reduce the possibility of recidivism. The purpose of this study was to evaluate career and technical educational programming at the New Lisbon Conectional Institution (NLCI) and its relationship to recidivism and the successful reentry of inmates to the community. The design of the study was Qualitative in nature and utilized a modified case study approach that consisted of a series of interviews with",""
"A future beyond the wall: Improving post-release employment outcomes for people leaving prison final report","https://scispace.com/paper/a-future-beyond-the-wall-improving-post-release-employment-1dj1vtgorf","2018","","","Eileen Baldry
David Bright
Jesse Cale
Andrew Day
Leanne Dowse
Margaret Giles
Leslie Hardcastle
Joseph Graffam
Jane McGillivray
Danielle Newton
Simone Rowe","10.26190/5B4FD2DE5CFB4","https://research-repository.griffith.edu.au/bitstreams/130c71d7-4372-4f49-b82d-1ce1d7cbadee/download","- **Relevance Score:** 34/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses employment programs to improve post‑release outcomes; focuses on ex‑prisoners and policy recommendations, but lacks education intervention, direct recidivism measurement, and cost analysis.","Australian incarceration rates are rising and over a quarter of released prisoners are reconvicted within three months of release and more than a third reimprisoned within two years A key aim of correctional programs is to break this cycle of offending Approximately two-thirds of re-incarcerated people are unemployed at the time they commit an offence and employment has been identified as a factor in an individual remaining crime free Despite this, ex-prisoners1 have the highest rates of unemployment of any group in Australia—an irony given the established links between employment and desistance The fact that prisoners are amongst the most socially disadvantaged Australians is a key factor in this phenomenon 
Reintegration (or integration, given many were not integrated into the broader community prior to incarceration) is the process of a prisoner returning to the ‘community’ (that is society outside prison), living a productive life and ceasing to offend As being employed has been linked to desistance and successful reintegration, helping ex-prisoners to find and keep a job is a major focus of correctional programs around the world The economic and social benefits of reducing offending and reoffending are obvious Despite the acknowledgement of the benefits to society of ex-prisoners gaining employment and staying crime free, these job seekers are profoundly disadvantaged in gaining employment The barriers to employment for ex-prisoners include: personal characteristics such as disability, attitudes, mental and physical health, level of education, skills and substance use; structural and subsistence conditions such as poverty, discrimination, finance and housing; and support conditions, which include the presence or absence of both formal services and informal supports Given that being employed is directly associated with each of these factors, the provision of employment support for ex-prisoners is a key element in addressing recidivism 
While there has been considerable international and Australian research into the factors that promote the employment of ex-prisoners, there have been few attempts to analyse evidence-based practice in employment support across Australian correctional systems As a consequence, in part at least, there have been relatively few attempts to provide theoretical frameworks for the role of employment in desistance This project, A Future Beyond the Wall: Improving Post-release Employment Outcomes for People Leaving Prison (hereafter, the ‘PEOP study’) described and analysed offender employment initiatives, pre- and post-release, across Australian correctional systems It explored the contribution of offender employment programs to successful desistance and reintegration into the community through an investigation of both employment and recidivism outcomes The project critically reviewed various theoretical perspectives and developed an overarching framework for effective prison and post-prison employment programs An important innovation was the investigation of the impact of offender diversity on the effectiveness of offender employment programs Indigenous Australian2 offenders and those with mental and/or cognitive disability have unique needs and are over-represented in the prisoner and ex-prisoner population 
The PEOP study recognised the importance of investigating initiatives that attempt to address these needs",""
"Just Couldn't Have Been Our School: A Phenomenologic al Study of the Schooling Experiences of African American Male Inmates""","https://scispace.com/paper/just-couldn-t-have-been-our-school-a-phenomenologic-al-study-4me9cbxdau","1999","","","A Stan
B Frank
R. Terrell
Kim Kachelmyer","","https://scispace.com/pdf/just-couldn-t-have-been-our-school-a-phenomenologic-al-study-4me9cbxdau.pdf","- **Relevance Score:** 34/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses phenomenological interviews with African American male inmates; recommends mandatory vocational/academic programs; discusses skill building and institutional constraints; offers policy recommendations but lacks outcome data.","",""
"From Mass Incarceration to Mass Education: Fostering Collaboration Between State Prisons and State Universities","https://scispace.com/paper/from-mass-incarceration-to-mass-education-fostering-b5up6wpos4","2018","","","Miriam Edwin","","https://scispace.com/pdf/from-mass-incarceration-to-mass-education-fostering-b5up6wpos4.pdf","- **Relevance Score:** 33/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses cited prison‑college data to argue education reduces recidivism; focuses on inmates but provides no original outcome measurements, employment data, cost analysis, or detailed program design.","",""
"Prisoners’ Perspectives on Limited Rehabilitative Program Opportunities","https://scispace.com/paper/prisoners-perspectives-on-limited-rehabilitative-program-1mf9ldxujf","2021","Journal Article","The Qualitative Report","Kerry Edwards PhD","10.46743/2160-3715/2021.4495","https://scispace.com/pdf/prisoners-perspectives-on-limited-rehabilitative-program-1mf9ldxujf.pdf","- **Relevance Score:** 31/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses inmate interviews to explore perceived barriers and meaning of work/vocational programs; does not measure recidivism, employment, or costs; focuses on current prisoners; touches on identity capital and suggests policy considerations.","Approximately 1.5 million persons are incarcerated in American prisons (Carson, 2020), and the rate at which persons who have been incarcerated reoffend (recidivism) is high (Alper et al., 2018, p. 1). This has propelled the effort to help offenders change their trajectory. Rehabilitative programs are used to help prisoners gain skills and strengths necessary to succeed in the community after their release. Yet, these high recidivism rates persist. Why do some prisoners not benefit from these programs? Although many researchers have studied the efficacy of programs over the past six decades, less attention has been directed towards access to prison programming. Additionally, studies that explore prisoners’ perspectives are not common. This researcher sought to understand programming access and utilization through the prisoner’s lens. This phenomenological, qualitative study explored 49 male prisoners’ perspectives. The findings suggest the prison’s operational structure impeded program access and the study’s participants who experienced blocked access were negatively affected, not receiving needed rehabilitative programming and, separately, suffering from the act of disenfranchisement from services.",""
"What we know about the impacts of workforce investment programs","https://scispace.com/paper/what-we-know-about-the-impacts-of-workforce-investment-57vw0zrci8","2009","Book Chapter","","Burt S. Barnow
Jeffrey A. Smith","10.17848/9781441631992.CH10","https://scispace.com/pdf/what-we-know-about-the-impacts-of-workforce-investment-57vw0zrci8.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses broad review of workforce programs for offenders; highlights limited recidivism evidence and policy discussion, but lacks specific education interventions, employment outcomes, cost analysis, or detailed implementation data.","",""
"How Effective Is Correctional Education, and Where Do We Go from Here? The Results of a Comprehensive Evaluation","https://scispace.com/paper/how-effective-is-correctional-education-and-where-do-we-go-1urzoo3l6y","2014","Book","","Lois M. Davis
Jennifer L. Steele
Robert Bozick
Malcolm V. Williams
Susan Turner
Jeremy N. V. Miles
Jessica Saunders
Paul S. Steinberg","","https://scispace.com/pdf/how-effective-is-correctional-education-and-where-do-we-go-1urzoo3l6y.pdf","- **Relevance Score:** 26/100
- **Relevance Tag:** Marginally Relevant
- **Reasoning:** Uses meta‑analysis to assess correctional education literature, notes human‑capital framing and policy needs, but lacks original recidivism, employment data, detailed program specs, or cost analysis.","This report assesses the effectiveness of correctional education programs for both incarcerated adults and juveniles and the cost-effectiveness of adult correctional education. It also provides results of a survey of U.S. state correctional education directors that give an up-to-date picture of what correctional education looks like today. Finally, the authors offer recommendations for improving the field of correctional education moving forward.",""
"Stratagies for Improving Economic Mobility of Workers: Bridging Research and Practice","https://scispace.com/paper/stratagies-for-improving-economic-mobility-of-workers-b1e8as0zfl","2009","Book","Research Papers in Economics","Maude Toussaint-Comeau
Bruce D. Meyer","10.17848/9781441631992","https://scispace.com/pdf/stratagies-for-improving-economic-mobility-of-workers-b1e8as0zfl.pdf","- **Relevance Score:** 24/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on rehabilitative programming for offenders, discusses recidivism findings and policy considerations, but lacks a specific correctional education intervention, employment outcomes, or detailed implementation analysis.","The contirbutors to this book provide a provocative assessment of the effectiveness of various policies and practices designed to help disadvantaged segments of our population overcome the obstacles in their path to upeard economic mobility.",""
"Listening to the Experts: Correctional and Community College Administrators’ Perceptions of How Collaboration Contributes to the Public Value of a Postsecondary Correctional Education Partnership","https://scispace.com/paper/listening-to-the-experts-correctional-and-community-college-2xrs4nx7ic","2017","","","Luis S. Garcia","","https://scispace.com/pdf/listening-to-the-experts-correctional-and-community-college-2xrs4nx7ic.pdf","- **Relevance Score:** 23/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses administrators' perspectives to discuss correctional education benefits, cites external recidivism and cost data, but lacks direct outcome measurements or inmate‑focused analysis.","",""
"Employment-Focused Programs for Ex-Prisoners: What Have We Learned, What Are We Learning, and Where Should We Go from Here?.","https://scispace.com/paper/employment-focused-programs-for-ex-prisoners-what-have-we-5btub2381g","2006","","","Dan Bloom","","https://scispace.com/pdf/employment-focused-programs-for-ex-prisoners-what-have-we-5btub2381g.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Reviews employment‑focused reentry strategies and system reforms for ex‑prisoners; lacks a specific correctional education program or outcome data, but discusses policy and human‑capital themes.","",""
"Racial Disparities and Similarities in Post-Release Recidivism and Employment Among Ex-prisoners with a Different Level of Education","https://scispace.com/paper/racial-disparities-and-similarities-in-post-release-1t5t7todpl","2015","Journal Article","","Susan Lockwood
John M. Nally
Taiping Ho
Katie Knutson","10.15845/JPER.V2I1.703","https://scispace.com/pdf/racial-disparities-and-similarities-in-post-release-1t5t7todpl.pdf","- **Relevance Score:** 13/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on ex‑prisoners and argues for skill‑based education benefits, but lacks a specific program study, impact measurements, or detailed implementation data.","Previous studies rarely examined racial disparities in post-release employment and recidivism. Finding a job is an immediate challenge to all released ex-prisoners, and often more difficult for African American ex-prisoners who typically return to economically-depressed neighborhoods upon release from prison. The present researchers conducted a 5-year (2005-2009) follow-up study in an attempt to understand racial disparities in post-release employment and recidivism among 6,394 released ex-prisoners (2,531 Caucasian and 3,863 African American), while controlling for the ex-prisoner’s level of education. Results of this study showed that African American ex-prisoners had a higher unemployment rate and recidivism rate than Caucasian ex-prisoners. This study also revealed that released ex-prisoners, if employed, would likely be under-employed and experience difficulties in sustaining employment, regardless of the ex-prisoner’s ethnicity. Most importantly, post-release employment and level of education were the two most influential predictors to recidivism among ex-prisoners, regardless of ethnicity.",""
"Training and employment for correctional populations","https://scispace.com/paper/training-and-employment-for-correctional-populations-ohx98owx6i","2021","Journal Article","Contexts","Grant Duwe
Makada Henry-Nickie","10.1177/15365042211058124","https://journals.sagepub.com/doi/pdf/10.1177/15365042211058124","- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses broad discussion of education and employment as risk factors for recidivism, highlighting human‑capital benefits. Lacks a specific correctional program, outcome measurements, or cost analysis, but focuses on incarcerated populations and mentions policy considerations.","Education and employment are both moderate risk factors for recidivism. There is a well-documented relationship between low educational achievement and antisocial behaviors. Education programming i...",""
"The Professional Development of Correctional Educators.","https://scispace.com/paper/the-professional-development-of-correctional-educators-elr83lzh4y","1971","","","Franklin M. Semberger
George F. Aker","","https://scispace.com/pdf/the-professional-development-of-correctional-educators-elr83lzh4y.pdf","- **Relevance Score:** 6/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on educator development and program philosophy rather than inmate outcomes; mentions skill building, teacher‑counselor collaboration, and rehabilitation policy, but lacks data on recidivism, employment, or cost analysis.","The objectives of the Florida Institute for Correctional Educators are presented. These include; (1) Promote professional growth of correctional educators; (2) Provide opportunity for association with professionals in correctional educatione (3) Introduce different perceptions of inmate experiences; (4) Provide insights into leadership skills and means of change; (5) Present problems and possible solutions in correctional education in Florida and nationally; and (6) Introduce several methods of instruction appropriate for adults. At the conclusion of the Institute the participants were asked to express their views as to what the Institute objectives were--in terms of what they learned or achieved. Representative responses include; (1) To bring correctional educators together; (2) To make correctional educators realize where they fit into the total correctional picture; and (3) To give correctional educators some idea of the professional responsibility and professional image they should possess. (CR) U.S. DEPARTMENT OF HEALTH. EDUCATION & WELFARE OFFICE,OF EDUCATION THIS DOCUMENT HAS BEEN REPRO. PROFESSII DUCED EXACTLY AS RECEIVED FROM THE PERSON OR ORGANIZATION ORIG INATING IT POINTS OF VIEW OR OPIN, IONS STATED DO NOT NECESSARILY REPRESENT OFFICIAL OFFICE OF EDUCo CATION POSITION OR POLICY. CORRECi luntu. LuOCATORS ci The Florida Institute for Correctional Educators C3 1411",""
"Past Trends and Projections in Wages, Work, and Occupations in the United States","https://scispace.com/paper/past-trends-and-projections-in-wages-work-and-occupations-in-27e9fpnw67","2009","Book Chapter","","David H. Autor","10.17848/9781441631992.CH3","https://scispace.com/pdf/past-trends-and-projections-in-wages-work-and-occupations-in-27e9fpnw67.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on labor market trends and brief commentary on rehabilitative programs; lacks empirical study of correctional education, recidivism, employment outcomes, or policy analysis.","",""
